Id,Año,Mes,Día,Rango de hora,Sexo,Rango de edad,Lugar,Provincia
321,2011,Noviembre,Martes,18:00-23:59,Hombre,30-34,Río,Santo Domingo
322,2011,Noviembre,Domingo,18:00-23:59,Hombre,50-54,Río,San Pedro de Macorís
323,2011,Noviembre,Martes, 6:00-11:59,Hombre,45-49,Otros,Puerto Plata
324,2011,Noviembre,Miércoles,12:00-17:59,Hombre,N/D,Mar,Samaná
325,2011,Diciembre,Viernes, 6:00-11:59,Hombre,40-44,Río,La Vega
326,2011,Diciembre,Miércoles, 6:00-11:59,Hombre,N/D,Río,Santiago
327,2011,Diciembre,Viernes,18:00-23:59,Hombre,50-54,Mar,La Altagracia
328,2011,Diciembre,Domingo, 6:00-11:59,Hombre,40-44,Mar,María Trinidad Sánchez
329,2011,Diciembre,Domingo, 6:00-11:59,Hombre,N/D,Mar,María Trinidad Sánchez
330,2011,Diciembre,Domingo, 6:00-11:59,Hombre,N/D,Mar,María Trinidad Sánchez
331,2011,Diciembre,Lunes,12:00-17:59,Hombre,50-54,Río,San Cristóbal
332,2011,Diciembre,Miércoles,12:00-17:59,Hombre,25-29,Canal,Monte Cristi
333,2011,Diciembre,Lunes, 6:00-11:59,Hombre,0-4,Cubeta,Azua
334,2011,Diciembre,Lunes,12:00-17:59,Hombre,80 y mas,Canal,Valverde
335,2011,Diciembre,Lunes,12:00-17:59,Hombre,80 y mas,Mar,La Altagracia
336,2011,Diciembre,Martes, 6:00-11:59,Hombre,9-May,Canal,Santiago
337,2011,Diciembre,Miércoles, 6:00-11:59,Hombre,50-54,Mar,La Romana
338,2011,Diciembre,Miércoles,12:00-17:59,Hombre,20-24,Río,Monte Plata
339,2011,Diciembre,Sábado, 6:00-11:59,Hombre,15-19,Río,Peravia
340,2011,Diciembre,Sábado,12:00-17:59,Hombre,60-64,Mar,Puerto Plata
341,2011,Diciembre,Domingo,12:00-17:59,Hombre,55-59,Río,Espaillat
342,2011,Diciembre,Domingo,18:00-23:59,Hombre,0-4,Cisterna,El Seybo
343,2011,Diciembre,Lunes,18:00-23:59,Mujer,55-59,Mar,La Altagracia
344,2011,Diciembre,Miércoles, 6:00-11:59,Hombre,N/D,Mar,Samaná
345,2011,Diciembre,Domingo, 6:00-11:59,Mujer,0-4,Río,Monte Plata
346,2011,Diciembre,Domingo,12:00-17:59,Hombre,9-May,Canal,La Vega
347,2011,Diciembre,Lunes,18:00-23:59,Hombre,20-24,Río,Samaná
348,2011,Diciembre,Lunes,18:00-23:59,Hombre,50-54,Otros,Puerto Plata
349,2011,Diciembre,Martes,0:00-05:59,Hombre,N/D,Canal,Santiago
350,2012,Enero,Domingo, 6:00-11:59,Mujer,40-44,Cubeta,San Juan
351,2012,Enero,Domingo,12:00-17:59,Hombre,70-74,Mar,San Pedro de Macorís
352,2012,Enero,Lunes, 6:00-11:59,Mujer,9-May,Pozo,Hato Mayor
353,2012,Enero,Lunes, 6:00-11:59,Hombre,15-19,Mar,Santo Domingo
354,2012,Enero,Martes,12:00-17:59,Hombre,55-59,Río,Espaillat
355,2012,Enero,Miércoles,12:00-17:59,Hombre,25-29,Otros,Independencia
356,2012,Enero,Domingo,12:00-17:59,Hombre,0-4,Canal,San Juan
357,2012,Enero,Jueves,12:00-17:59,Mujer,25-29,Río,Distrito Nacional
358,2012,Enero,Viernes,12:00-17:59,Hombre,20-24,Piscina,San Pedro de Macorís
359,2012,Enero,Sábado, 6:00-11:59,Hombre,60-64,Mar,Puerto Plata
360,2012,Enero,Lunes,12:00-17:59,Mujer,0-4,Cisterna,Santo Domingo
361,2012,Enero,Martes,18:00-23:59,Hombre,0-4,Cubeta,Barahona
362,2012,Enero,Jueves, 6:00-11:59,Hombre,70-74,Río,Duarte
363,2012,Enero,Viernes,12:00-17:59,Hombre,65-69,Canal,Monte Cristi
364,2012,Enero,Sábado,12:00-17:59,Hombre,25-29,Río,Santiago Rodriguez
365,2012,Enero,Sábado,18:00-23:59,Hombre,N/D,Canal,Santiago
366,2012,Enero,Miércoles,12:00-17:59,Hombre,25-29,Río,Santo Domingo
367,2012,Enero,Miércoles,12:00-17:59,Hombre,50-54,Mar,Puerto Plata
368,2012,Enero,Miércoles,12:00-17:59,Hombre,20-24,Otros,Santo Domingo
369,2012,Enero,Jueves,18:00-23:59,Mujer,75-79,Mar,La Altagracia
370,2012,Enero,Jueves,18:00-23:59,Hombre,30-34,Río,Monte Cristi
371,2012,Enero,Viernes,12:00-17:59,Hombre,20-24,Río,Hermanas Mirabal
372,2012,Enero,Lunes,12:00-17:59,Mujer,0-4,Cisterna,Puerto Plata
373,2012,Enero,Martes,12:00-17:59,Hombre,0-4,Río,Puerto Plata
374,2012,Febrero,Jueves,12:00-17:59,Mujer,0-4,Canal,Azua
375,2012,Febrero,Jueves,12:00-17:59,Hombre,9-May,Río,La Vega
376,2012,Febrero,Jueves,18:00-23:59,Hombre,50-54,Río,La Altagracia
377,2012,Febrero,Sábado,12:00-17:59,Hombre,25-29,Río,San Cristóbal
378,2012,Febrero,Domingo,12:00-17:59,Mujer,0-4,Canal,Azua
379,2012,Febrero,Domingo, 6:00-11:59,Hombre,15-19,Río,Santo Domingo
380,2012,Febrero,Domingo, 6:00-11:59,Hombre,14-Oct,Río,Santo Domingo
381,2012,Febrero,Domingo,12:00-17:59,Hombre,0-4,Río,Duarte
382,2012,Febrero,Lunes,0:00-05:59,Hombre,N/D,Piscina,Barahona
383,2012,Febrero,Martes,12:00-17:59,Hombre,20-24,Río,Espaillat
384,2012,Febrero,Jueves, 6:00-11:59,Hombre,0-4,Cubeta,Santo Domingo
385,2012,Febrero,Domingo,12:00-17:59,Mujer,14-Oct,Piscina,Santiago
386,2012,Febrero,Domingo,12:00-17:59,Hombre,45-49,Río,Santiago
387,2012,Febrero,Lunes, 6:00-11:59,Hombre,15-19,Río,Santo Domingo
388,2012,Febrero,Martes,12:00-17:59,Hombre,60-64,Otros,Santo Domingo
389,2012,Febrero,Miércoles, 6:00-11:59,Hombre,45-49,Canal,Duarte
390,2012,Febrero,Sábado,18:00-23:59,Hombre,20-24,Río,Valverde
391,2012,Febrero,Domingo,12:00-17:59,Hombre,14-Oct,Mar,La Altagracia
392,2012,Febrero,Lunes,12:00-17:59,Hombre,40-44,Otros,Sánchez Ramírez
393,2012,Febrero,Martes,18:00-23:59,Hombre,9-May,Río,Pedernales
394,2012,Febrero,Martes,18:00-23:59,Hombre,N/D,Mar,San Pedro de Macorís
395,2012,Marzo,Jueves, 6:00-11:59,Hombre,65-69,Otros,Dajabón
396,2012,Marzo,Viernes,12:00-17:59,Hombre,0-4,Río,María Trinidad Sánchez
397,2012,Marzo,Sábado,12:00-17:59,Hombre,20-24,Río,San Pedro de Macorís
398,2012,Marzo,Domingo,18:00-23:59,Mujer,0-4,Cisterna,Sánchez Ramírez
399,2012,Marzo,Domingo, 6:00-11:59,Hombre,15-19,Río,Barahona
400,2012,Marzo,Domingo,12:00-17:59,Hombre,15-19,Río,Santiago
401,2012,Marzo,Jueves,12:00-17:59,Hombre,65-69,Piscina,Samaná
402,2012,Marzo,Sábado,12:00-17:59,Mujer,15-19,Río,Santiago Rodriguez
403,2012,Marzo,Sábado,12:00-17:59,Hombre,0-4,Otros,Santo Domingo
404,2012,Marzo,Domingo,12:00-17:59,Hombre,65-69,Piscina,San Pedro de Macorís
405,2012,Marzo,Domingo,18:00-23:59,Hombre,40-44,Otros,Santo Domingo
406,2012,Marzo,Lunes,18:00-23:59,Hombre,50-54,Canal,Hermanas Mirabal
407,2012,Marzo,Viernes,18:00-23:59,Mujer,0-4,Cubeta,Distrito Nacional
408,2012,Marzo,Sábado, 6:00-11:59,Hombre,20-24,Mar,Samaná
409,2012,Marzo,Domingo,18:00-23:59,Hombre,55-59,Mar,María Trinidad Sánchez
410,2012,Marzo,Martes,18:00-23:59,Hombre,0-4,Pozo,La Vega
411,2012,Marzo,Sábado, 6:00-11:59,Hombre,20-24,Mar,Santo Domingo
412,2012,Marzo,Domingo, 6:00-11:59,Hombre,9-May,Otros,San Pedro de Macorís
413,2012,Marzo,Lunes,12:00-17:59,Hombre,15-19,Río,Santo Domingo
414,2012,Marzo,Lunes,12:00-17:59,Hombre,0-4,Canal,Azua
415,2012,Marzo,Martes,12:00-17:59,Hombre,45-49,Canal,La Vega
416,2012,Marzo,Sábado,12:00-17:59,Hombre,9-May,Cisterna,Santo Domingo
417,2012,Marzo,Sábado,18:00-23:59,Hombre,9-May,Río,Monseñor Nouel
418,2012,Abril,Domingo,12:00-17:59,Hombre,20-24,Mar,Barahona
419,2012,Abril,Domingo,18:00-23:59,Hombre,15-19,Río,Santo Domingo
420,2012,Abril,Lunes,12:00-17:59,Hombre,15-19,Mar,San Cristóbal
421,2012,Abril,Lunes,12:00-17:59,Hombre,14-Oct,Río,San Juan
422,2012,Abril,Martes,12:00-17:59,Hombre,20-24,Río,Puerto Plata
423,2012,Abril,Martes,12:00-17:59,Hombre,14-Oct,Río,Monte Cristi
424,2012,Abril,Miércoles,12:00-17:59,Hombre,N/D,Río,Barahona
425,2012,Abril,Miércoles,12:00-17:59,Hombre,14-Oct,Río,Santo Domingo
426,2012,Abril,Miércoles,12:00-17:59,Hombre,15-19,Río,Santo Domingo
427,2012,Abril,Jueves,12:00-17:59,Hombre,25-29,Mar,Puerto Plata
428,2012,Abril,Jueves,18:00-23:59,Hombre,15-19,Otros,Monte Cristi
429,2012,Abril,Viernes, 6:00-11:59,Hombre,0-4,Pozo,Sánchez Ramírez
430,2012,Abril,Viernes, 6:00-11:59,Hombre,70-74,Otros,San Juan
431,2012,Abril,Sábado, 6:00-11:59,Hombre,15-19,Río,Santo Domingo
432,2012,Abril,Sábado, 6:00-11:59,Hombre,15-19,Piscina,Santiago
433,2012,Abril,Sábado,12:00-17:59,Hombre,15-19,Río,Santiago Rodriguez
434,2012,Abril,Sábado,12:00-17:59,Hombre,25-29,Piscina,Santiago
435,2012,Abril,Sábado,12:00-17:59,Hombre,35-39,Río,San Cristóbal
436,2012,Abril,Domingo, 6:00-11:59,Hombre,20-24,Otros,Santiago
437,2012,Abril,Domingo, 6:00-11:59,Hombre,40-44,Río,El Seybo
438,2012,Abril,Domingo,12:00-17:59,Hombre,0-4,Piscina,Santo Domingo
439,2012,Abril,Domingo,12:00-17:59,Hombre,20-24,Mar,Peravia
440,2012,Abril,Lunes,12:00-17:59,Hombre,9-May,Piscina,Santo Domingo
441,2012,Abril,Lunes,12:00-17:59,Hombre,20-24,Otros,La Romana
442,2012,Abril,Miércoles, 6:00-11:59,Mujer,25-29,Mar,La Altagracia
443,2012,Abril,Miércoles, 6:00-11:59,Mujer,25-29,Mar,La Altagracia
444,2012,Abril,Miércoles, 6:00-11:59,Hombre,30-34,Mar,La Altagracia
445,2012,Abril,Jueves,18:00-23:59,Hombre,20-24,Río,Monte Plata
446,2012,Abril,Domingo,12:00-17:59,Hombre,60-64,Río,María Trinidad Sánchez
447,2012,Abril,Lunes, 6:00-11:59,Hombre,0-4,Río,Valverde
448,2012,Abril,Viernes,18:00-23:59,Hombre,20-24,Río,San Juan
449,2012,Abril,Sábado, 6:00-11:59,Hombre,20-24,Río,La Romana
450,2012,Abril,Domingo,12:00-17:59,Hombre,20-24,Mar,San Cristóbal
451,2012,Abril,Lunes,12:00-17:59,Hombre,80 y mas,Mar,La Altagracia
452,2012,Abril,Lunes,12:00-17:59,Hombre,60-64,Río,Puerto Plata
453,2012,Abril,Martes,12:00-17:59,Hombre,9-May,Cisterna,San Cristóbal
454,2012,Abril,Martes,18:00-23:59,Hombre,15-19,Mar,San Pedro de Macorís
455,2012,Abril,Miércoles,12:00-17:59,Hombre,70-74,Río,Hato Mayor
456,2012,Abril,Jueves,12:00-17:59,Hombre,15-19,Río,La Vega
457,2012,Abril,Sábado,12:00-17:59,Hombre,0-4,Otros,San Pedro de Macorís
458,2012,Abril,Domingo,18:00-23:59,Hombre,60-64,Río,Sánchez Ramírez
459,2012,Abril,Lunes,12:00-17:59,Hombre,15-19,Río,Valverde
460,2012,Abril,Lunes,12:00-17:59,Hombre,14-Oct,Mar,Santo Domingo
461,2012,Abril,Lunes,12:00-17:59,Hombre,45-49,Mar,Puerto Plata
462,2012,Abril,Lunes,18:00-23:59,Hombre,15-19,Río,Peravia
463,2012,Abril,Lunes,18:00-23:59,Hombre,30-34,Mar,Santo Domingo
464,2012,Mayo,Martes,12:00-17:59,Hombre,0-4,Cubeta,Puerto Plata
465,2012,Mayo,Miércoles,12:00-17:59,Hombre,30-34,Río,San Juan
466,2012,Mayo,Viernes,12:00-17:59,Hombre,15-19,Mar,Santo Domingo
467,2012,Mayo,Domingo, 6:00-11:59,Hombre,55-59,Río,Dajabón
468,2012,Mayo,Domingo,18:00-23:59,Hombre,20-24,Río,Santo Domingo
469,2012,Mayo,Domingo,18:00-23:59,Hombre,20-24,Río,Santo Domingo
470,2012,Mayo,Domingo,18:00-23:59,Hombre,15-19,Río,Santo Domingo
471,2012,Mayo,Domingo,18:00-23:59,Hombre,14-Oct,Río,Santo Domingo
472,2012,Mayo,Lunes, 6:00-11:59,Hombre,15-19,Mar,Santo Domingo
473,2012,Mayo,Lunes,12:00-17:59,Hombre,15-19,Río,La Altagracia
474,2012,Mayo,Martes,12:00-17:59,Hombre,55-59,Río,Monte Plata
475,2012,Mayo,Martes,12:00-17:59,Hombre,25-29,Río,Espaillat
476,2012,Mayo,Jueves, 6:00-11:59,Mujer,0-4,Cisterna,Samaná
477,2012,Mayo,Viernes,12:00-17:59,Mujer,15-19,Río,La Altagracia
478,2012,Mayo,Viernes,12:00-17:59,Hombre,25-29,Canal,Monte Cristi
479,2012,Mayo,Sábado,12:00-17:59,Hombre,9-May,Río,Santiago
480,2012,Mayo,Miércoles,12:00-17:59,Hombre,30-34,Río,Elías Pina
481,2012,Mayo,Jueves, 6:00-11:59,Mujer,0-4,Cubeta,Puerto Plata
482,2012,Mayo,Jueves,18:00-23:59,Mujer,0-4,Cubeta,Distrito Nacional
483,2012,Mayo,Jueves,12:00-17:59,Hombre,0-4,Cisterna,Distrito Nacional
484,2012,Mayo,Jueves,18:00-23:59,Hombre,9-May,Canal,Puerto Plata
485,2012,Mayo,Jueves,18:00-23:59,Hombre,25-29,Río,Azua
486,2012,Mayo,Viernes,12:00-17:59,Hombre,35-39,Río,Santiago
487,2012,Mayo,Domingo, 6:00-11:59,Hombre,40-44,Río,Santiago
488,2012,Mayo,Lunes,12:00-17:59,Hombre,0-4,Pozo,Sánchez Ramírez
489,2012,Mayo,Lunes,18:00-23:59,Hombre,14-Oct,Río,San Juan
490,2012,Mayo,Viernes, 6:00-11:59,Hombre,30-34,Mar,La Romana
491,2012,Mayo,Sábado,12:00-17:59,Hombre,70-74,Mar,Distrito Nacional
492,2012,Mayo,Domingo,12:00-17:59,Hombre,20-24,Otros,La Vega
493,2012,Mayo,Lunes,18:00-23:59,Hombre,40-44,Otros,Santiago
494,2012,Mayo,Miércoles, 6:00-11:59,Hombre,9-May,Río,San Cristóbal
495,2012,Mayo,Jueves, 6:00-11:59,Hombre,30-34,Río,Distrito Nacional
496,2012,Mayo,Jueves,18:00-23:59,Hombre,15-19,Río,La Vega
497,2012,Junio,Viernes, 6:00-11:59,Mujer,40-44,Canal,Sánchez Ramírez
498,2012,Junio,Sábado,18:00-23:59,Hombre,35-39,Río,Azua
499,2012,Junio,Domingo,12:00-17:59,Hombre,14-Oct,Río,Puerto Plata
500,2012,Junio,Domingo,12:00-17:59,Hombre,65-69,Otros,Dajabón
501,2012,Junio,Domingo,18:00-23:59,Hombre,9-May,Río,Monte Plata
502,2012,Junio,Lunes,18:00-23:59,Mujer,0-4,Río,Monte Plata
503,2012,Junio,Lunes,18:00-23:59,Mujer,15-19,Canal,Dajabón
504,2012,Junio,Martes,12:00-17:59,Hombre,0-4,Río,Puerto Plata
505,2012,Junio,Miércoles,18:00-23:59,Hombre,9-May,Piscina,San Cristóbal
506,2012,Junio,Miércoles,18:00-23:59,Hombre,15-19,Río,Puerto Plata
507,2012,Junio,Jueves, 6:00-11:59,Mujer,50-54,Canal,Duarte
508,2012,Junio,Jueves,12:00-17:59,Hombre,25-29,Mar,San Pedro de Macorís
509,2012,Junio,Viernes,12:00-17:59,Hombre,25-29,Mar,Santo Domingo
510,2012,Junio,Viernes,12:00-17:59,Hombre,45-49,Mar,El Seybo
511,2012,Junio,Sábado,12:00-17:59,Hombre,35-39,Río,Barahona
512,2012,Junio,Sábado,12:00-17:59,Hombre,25-29,Mar,Barahona
513,2012,Junio,Sábado,18:00-23:59,Hombre,30-34,Río,Monseñor Nouel
514,2012,Junio,Domingo,12:00-17:59,Hombre,N/D,Río,Samaná
515,2012,Junio,Domingo,18:00-23:59,Hombre,15-19,Río,Espaillat
516,2012,Junio,Lunes, 6:00-11:59,Hombre,N/D,Río,Distrito Nacional
517,2012,Junio,Martes, 6:00-11:59,Hombre,0-4,Piscina,San Pedro de Macorís
518,2012,Junio,Martes,18:00-23:59,Hombre,9-May,Cisterna,Monte Cristi
519,2012,Junio,Jueves, 6:00-11:59,Hombre,25-29,Río,La Romana
520,2012,Junio,Jueves,12:00-17:59,Hombre,40-44,Río,Hato Mayor
521,2012,Junio,Jueves,12:00-17:59,Hombre,0-4,Cisterna,Santo Domingo
522,2012,Junio,Viernes,12:00-17:59,Mujer,40-44,Río,Distrito Nacional
523,2012,Junio,Sábado,18:00-23:59,Mujer,14-Oct,Río,María Trinidad Sánchez
524,2012,Junio,Sábado,12:00-17:59,Hombre,15-19,Piscina,Puerto Plata
525,2012,Junio,Sábado,18:00-23:59,Hombre,14-Oct,Mar,San Cristóbal
526,2012,Junio,Domingo,12:00-17:59,Hombre,35-39,Canal,Monte Cristi
527,2012,Junio,Jueves,12:00-17:59,Hombre,0-4,Cisterna,Santo Domingo
528,2012,Junio,Jueves,12:00-17:59,Hombre,N/D,Río,María Trinidad Sánchez
529,2012,Junio,Viernes,12:00-17:59,Mujer,14-Oct,Piscina,Santo Domingo
530,2012,Junio,Domingo,18:00-23:59,Hombre,20-24,Río,Monte Plata
531,2012,Junio,Martes,12:00-17:59,Hombre,15-19,Río,Santiago
532,2012,Junio,Jueves,12:00-17:59,Hombre,20-24,Río,La Vega
533,2012,Junio,Jueves,12:00-17:59,Hombre,0-4,Río,Samaná
534,2012,Junio,Sábado, 6:00-11:59,Hombre,35-39,Canal,Santiago
535,2012,Julio,Miércoles,12:00-17:59,Mujer,9-May,Cisterna,Distrito Nacional
536,2012,Julio,Miércoles,12:00-17:59,Mujer,9-May,Cisterna,Distrito Nacional
537,2012,Julio,Lunes,18:00-23:59,Mujer,0-4,Cisterna,Monte Cristi
538,2012,Julio,Domingo,12:00-17:59,Hombre,9-May,Piscina,Santiago
539,2012,Julio,Lunes,12:00-17:59,Hombre,14-Oct,Río,Santo Domingo
540,2012,Julio,Martes, 6:00-11:59,Hombre,9-May,Río,Duarte
541,2012,Julio,Miércoles,12:00-17:59,Hombre,35-39,Río,La Vega
542,2012,Julio,Miércoles,18:00-23:59,Hombre,9-May,Cisterna,Santo Domingo
543,2012,Julio,Viernes,12:00-17:59,Hombre,30-34,Cisterna,San José de Ocoa
544,2012,Julio,Sábado,18:00-23:59,Hombre,20-24,Río,La Romana
545,2012,Julio,Domingo,12:00-17:59,Hombre,14-Oct,Río,María Trinidad Sánchez
546,2012,Julio,Lunes,0:00-05:59,Hombre,20-24,Mar,Santo Domingo
547,2012,Julio,Viernes,12:00-17:59,Hombre,45-49,Río,Santiago
548,2012,Julio,Sábado,12:00-17:59,Hombre,15-19,Pozo,Santo Domingo
549,2012,Julio,Domingo,0:00-05:59,Hombre,40-44,Río,San Pedro de Macorís
550,2012,Julio,Domingo,12:00-17:59,Hombre,0-4,Río,Santiago
551,2012,Julio,Domingo,12:00-17:59,Hombre,15-19,Otros,Sánchez Ramírez
552,2012,Julio,Martes,12:00-17:59,Hombre,0-4,Otros,Santiago
553,2012,Julio,Lunes, 6:00-11:59,Hombre,9-May,Otros,Santo Domingo
554,2012,Julio,Lunes,12:00-17:59,Hombre,15-19,Río,San Cristóbal
555,2012,Julio,Miércoles,12:00-17:59,Hombre,N/D,Mar,Monte Cristi
556,2012,Julio,Jueves,12:00-17:59,Hombre,25-29,Mar,María Trinidad Sánchez
557,2012,Julio,Jueves,18:00-23:59,Hombre,50-54,Mar,San Pedro de Macorís
558,2012,Julio,Sábado,12:00-17:59,Hombre,35-39,Mar,San Pedro de Macorís
559,2012,Julio,Sábado,12:00-17:59,Hombre,25-29,Otros,San Juan
560,2012,Julio,Domingo,18:00-23:59,Hombre,9-May,Río,Santo Domingo
561,2012,Agosto,Lunes,18:00-23:59,Mujer,45-49,Cisterna,Distrito Nacional
562,2012,Agosto,Domingo,12:00-17:59,Mujer,0-4,Canal,Duarte
563,2012,Agosto,Viernes,12:00-17:59,Hombre,9-May,Canal,Valverde
564,2012,Agosto,Domingo,12:00-17:59,Hombre,20-24,Piscina,La Altagracia
565,2012,Agosto,Domingo,12:00-17:59,Hombre,20-24,Mar,Peravia
566,2012,Agosto,Lunes,12:00-17:59,Hombre,20-24,Otros,Independencia
567,2012,Agosto,Lunes,18:00-23:59,Hombre,14-Oct,Canal,Santiago
568,2012,Agosto,Miércoles,12:00-17:59,Hombre,9-May,Cisterna,Santo Domingo
569,2012,Agosto,Jueves, 6:00-11:59,Hombre,0-4,Cisterna,Santo Domingo
570,2012,Agosto,Sábado,12:00-17:59,Hombre,15-19,Mar,Santo Domingo
571,2012,Agosto,Domingo,12:00-17:59,Hombre,9-May,Mar,Puerto Plata
572,2012,Agosto,Sábado,18:00-23:59,Hombre,0-4,Canal,Monte Cristi
573,2012,Agosto,Lunes,18:00-23:59,Hombre,15-19,Canal,Santiago
574,2012,Agosto,Sábado, 6:00-11:59,Hombre,35-39,Río,Santo Domingo
575,2012,Agosto,Sábado, 6:00-11:59,Hombre,N/D,Río,San Cristóbal
576,2012,Agosto,Sábado, 6:00-11:59,Hombre,N/D,Río,Peravia
577,2012,Agosto,Domingo,18:00-23:59,Hombre,25-29,Río,Santo Domingo
578,2012,Agosto,Domingo,18:00-23:59,Hombre,15-19,Río,Peravia
579,2012,Agosto,Domingo,18:00-23:59,Hombre,30-34,Río,Peravia
580,2012,Agosto,Lunes, 6:00-11:59,Hombre,N/D,Mar,San Cristóbal
581,2012,Agosto,Martes, 6:00-11:59,Hombre,N/D,Río,Santo Domingo
582,2012,Agosto,Martes, 6:00-11:59,Hombre,55-59,Río,Santo Domingo
583,2012,Agosto,Martes, 6:00-11:59,Hombre,N/D,Mar,Samaná
584,2012,Agosto,Martes,12:00-17:59,Hombre,20-24,Otros,Bahoruco
585,2012,Agosto,Miércoles, 6:00-11:59,Hombre,35-39,Río,Santo Domingo
586,2012,Agosto,Miércoles, 6:00-11:59,Hombre,0-4,Cubeta,Santo Domingo
587,2012,Agosto,Miércoles,12:00-17:59,Hombre,35-39,Río,Monte Plata
588,2012,Agosto,Miércoles,12:00-17:59,Hombre,30-34,Río,La Romana
589,2012,Agosto,Viernes,12:00-17:59,Hombre,9-May,Río,Azua
590,2012,Agosto,Viernes,18:00-23:59,Hombre,60-64,Canal,La Vega
591,2012,Septiembre,Domingo, 6:00-11:59,Hombre,35-39,Río,Barahona
592,2012,Septiembre,Domingo, 6:00-11:59,Hombre,25-29,Río,Monseñor Nouel
593,2012,Septiembre,Lunes, 6:00-11:59,Hombre,20-24,Mar,San Cristóbal
594,2012,Septiembre,Lunes,12:00-17:59,Hombre,20-24,Río,San Juan
595,2012,Septiembre,Jueves,12:00-17:59,Hombre,60-64,Mar,Distrito Nacional
596,2012,Septiembre,Jueves,18:00-23:59,Hombre,0-4,Cubeta,Santiago
597,2012,Septiembre,Viernes,12:00-17:59,Hombre,25-29,Otros,San Pedro de Macorís
598,2012,Septiembre,Domingo,12:00-17:59,Hombre,45-49,Mar,La Altagracia
599,2012,Septiembre,Lunes,12:00-17:59,Mujer,0-4,Canal,Monte Cristi
600,2012,Septiembre,Jueves,12:00-17:59,Hombre,35-39,Mar,Santo Domingo
601,2012,Septiembre,Sábado,12:00-17:59,Hombre,20-24,Otros,Monte Cristi
602,2012,Septiembre,Lunes, 6:00-11:59,Hombre,25-29,Mar,San Cristóbal
603,2012,Septiembre,Lunes,12:00-17:59,Hombre,60-64,Canal,Santiago
604,2012,Septiembre,Martes,12:00-17:59,Hombre,0-4,Canal,Valverde
605,2012,Septiembre,Miércoles, 6:00-11:59,Hombre,35-39,Río,Espaillat
606,2012,Septiembre,Jueves,12:00-17:59,Hombre,75-79,Mar,La Altagracia
607,2012,Septiembre,Jueves,18:00-23:59,Hombre,30-34,Canal,Azua
608,2012,Septiembre,Domingo,18:00-23:59,Hombre,14-Oct,Río,Santo Domingo
609,2012,Septiembre,Lunes, 6:00-11:59,Hombre,40-44,Otros,Santo Domingo
610,2012,Septiembre,Lunes,12:00-17:59,Hombre,15-19,Otros,Santo Domingo
611,2012,Septiembre,Lunes,12:00-17:59,Hombre,15-19,Río,Santo Domingo
612,2012,Septiembre,Lunes,12:00-17:59,Hombre,15-19,Río,Valverde
613,2012,Septiembre,Martes,12:00-17:59,Hombre,14-Oct,Río,Santiago
614,2012,Septiembre,Martes,18:00-23:59,Hombre,15-19,Otros,Distrito Nacional
615,2012,Septiembre,Viernes, 6:00-11:59,Mujer,70-74,Canal,San Juan
616,2012,Septiembre,Domingo,12:00-17:59,Hombre,30-34,Mar,Puerto Plata
617,2012,Octubre,Lunes, 6:00-11:59,Hombre,15-19,Mar,Santo Domingo
618,2012,Octubre,Lunes, 6:00-11:59,Hombre,14-Oct,Río,Santo Domingo
619,2012,Octubre,Martes,18:00-23:59,Hombre,20-24,Río,Monte Plata
620,2012,Octubre,Viernes, 6:00-11:59,Hombre,14-Oct,Río,Distrito Nacional
621,2012,Octubre,Viernes,18:00-23:59,Hombre,55-59,Río,Monte Plata
622,2012,Octubre,Sábado,12:00-17:59,Mujer,0-4,Pozo,Espaillat
623,2012,Octubre,Sábado,12:00-17:59,Mujer,9-May,Cisterna,Santo Domingo
624,2012,Octubre,Domingo,18:00-23:59,Hombre,45-49,Río,La Romana
625,2012,Octubre,Martes,12:00-17:59,Mujer,30-34,Canal,Santiago
626,2012,Octubre,Viernes, 6:00-11:59,Hombre,65-69,Río,Santo Domingo
627,2012,Octubre,Sábado,12:00-17:59,Hombre,15-19,Otros,San Pedro de Macorís
628,2012,Octubre,Domingo, 6:00-11:59,Hombre,35-39,Río,Santo Domingo
629,2012,Octubre,Domingo,12:00-17:59,Hombre,9-May,Piscina,Distrito Nacional
630,2012,Octubre,Lunes,12:00-17:59,Mujer,0-4,Canal,Valverde
631,2012,Octubre,Viernes,18:00-23:59,Hombre,15-19,Río,Santiago
632,2012,Octubre,Domingo, 6:00-11:59,Hombre,15-19,Río,Peravia
633,2012,Octubre,Lunes,18:00-23:59,Hombre,0-4,Cisterna,La Altagracia
634,2012,Octubre,Jueves,18:00-23:59,Hombre,20-24,Otros,San Pedro de Macorís
635,2012,Octubre,Viernes, 6:00-11:59,Hombre,35-39,Río,San Pedro de Macorís
636,2012,Octubre,Viernes, 6:00-11:59,Hombre,20-24,Río,La Altagracia
637,2012,Octubre,Viernes,12:00-17:59,Hombre,9-May,Otros,Santo Domingo
638,2012,Octubre,Viernes,12:00-17:59,Hombre,35-39,Río,La Altagracia
639,2012,Octubre,Viernes,12:00-17:59,Hombre,40-44,Río,San Cristóbal
640,2012,Octubre,Sábado,18:00-23:59,Mujer,15-19,Río,Monte Plata
641,2012,Octubre,Sábado, 6:00-11:59,Hombre,35-39,Río,Peravia
642,2012,Octubre,Sábado, 6:00-11:59,Hombre,15-19,Río,Peravia
